"","scientific_name","region_name"
"517","Caranx sexfasciatus","Cape Province "
"518","Carcharhinus longimanus","Cape Province "
"519","Carcharhinus melanopterus","Cape Province "
"520","Carcharhinus obscurus","Cape Province "
"521","Centrobranchus andreae","Cape Province "
"522","Centrobranchus nigroocellatus","Cape Province "
"523","Centropyge bicolor","Cape Province "
"524","Centropyge bispinosa","Cape Province "
"525","Cephalopholis argus","Cape Province "
"526","Cephalopholis leopardus","Cape Province "
"527","Cephalopholis microprion","Cape Province "
"528","Cephalopholis spiloparaea","Cape Province "
"529","Cephalopholis urodeta","Cape Province "
"530","Cephaloscyllium signourum","Cape Province "
"531","Ceratobregma helenae","Cape Province "
"532","Ceratoscopelus warmingii","Cape Province "
"533","Chaetodon baronessa","Cape Province "
"534","Chaetodon ephippium","Cape Province "
"535","Chaetodon lunula","Cape Province "
"536","Chaetodon lunulatus","Cape Province "
"537","Chaetodon melannotus","Cape Province "
"538","Chaetodon ornatissimus","Cape Province "
"539","Chaetodon pelewensis","Cape Province "
"540","Chaetodon plebeius","Cape Province "
"541","Chaetodon semeion","Cape Province "
"542","Chaetodon trifascialis","Cape Province "
"543","Chaetodon ulietensis","Cape Province "
"544","Chaetodon vagabundus","Cape Province "
"545","Chascanopsetta lugubris","Cape Province "
"546","Chauliodus sloani","Cape Province "
"547","Chaunax penicillatus","Cape Province "
"548","Cheilinus chlorourus","Cape Province "
"549","Cheilinus fasciatus","Cape Province "
"550","Cheilinus oxycephalus","Cape Province "
"551","Cheilinus trilobatus","Cape Province "
"552","Cheilinus undulatus","Cape Province "
"553","Cheilodipterus macrodon","Cape Province "
"554","Cheilodipterus quinquelineatus","Cape Province "
"555","Cheilopogon abei","Cape Province "
"556","Cheilopogon arcticeps","Cape Province "
"557","Cheilopogon spilonotopterus","Cape Province "
"558","Cheilopogon spilopterus","Cape Province "
"559","Cheilopogon unicolor","Cape Province "
"560","Chelonodon patoca","Cape Province "
"561","Chilomycterus reticulatus","Cape Province "
"562","Chlorophthalmus acutifrons","Cape Province "
"563","Choeroichthys sculptus","Cape Province "
"564","Chromis amboinensis","Cape Province "
"565","Chromis iomelas","Cape Province "
"566","Chromis lepidolepis","Cape Province "
"567","Chromis lineata","Cape Province "
"568","Chromis margaritifer","Cape Province "
"569","Chromis retrofasciata","Cape Province "
"570","Chromis ternatensis","Cape Province "
"571","Chromis vanderbilti","Cape Province "
"572","Chromis weberi","Cape Province "
"573","Chromis xanthochira","Cape Province "
"574","Chromis xanthura","Cape Province "
"575","Chrysiptera biocellata","Cape Province "
"576","Chrysiptera rollandi","Cape Province "
"577","Chrysiptera talboti","Cape Province "
"578","Chrysiptera unimaculata","Cape Province "
"579","Cirrhilabrus exquisitus","Cape Province "
"580","Cirrhilabrus punctatus","Cape Province "
"581","Cirrhitichthys falco","Cape Province "
"582","Cirrhitichthys oxycephalus","Cape Province "
"583","Cirripectes castaneus","Cape Province "
"584","Cirripectes polyzona","Cape Province "
"585","Cirripectes stigmaticus","Cape Province "
"586","Coccorella atlantica","Cape Province "
"587","Coelorinchus acutirostris","Cape Province "
"588","Coelorinchus argentatus","Cape Province "
"589","Coelorinchus smithi","Cape Province "
"590","Conger cinereus","Cape Province "
"591","Conocara nigrum","Cape Province "
"592","Coris aygula","Cape Province "
"593","Coris dorsomacula","Cape Province "
"594","Coris gaimard","Cape Province "
"595","Coryphaena equiselis","Cape Province "
"596","Coryphaena hippurus","Cape Province "
"597","Coryphaenoides rudis","Cape Province "
"598","Corythoichthys amplexus","Cape Province "
"599","Ctenochaetus binotatus","Cape Province "
"600","Ctenochaetus cyanocheilus","Cape Province "
"601","Ctenochaetus striatus","Cape Province "
"602","Ctenogobiops crocineus","Cape Province "
"603","Cubiceps capensis","Cape Province "
"604","Cubiceps whiteleggii","Cape Province "
"605","Cybiosarda elegans","Cape Province "
"606","Cyclothone parapallida","Cape Province "
"607","Cypho purpurascens","Cape Province "
"608","Cypselurus naresii","Cape Province "
"609","Cyttomimus affinis","Cape Province "
"610","Cyttopsis cypho","Cape Province "
"611","Cyttopsis rosea","Cape Province "
"612","Dalatias licha","Cape Province "
"613","Dascyllus aruanus","Cape Province "
"614","Dascyllus melanurus","Cape Province "
"615","Dascyllus reticulatus","Cape Province "
"616","Dascyllus trimaculatus","Cape Province "
"617","Dendrochirus brachypterus","Cape Province "
"618","Diancistrus beateae","Cape Province "
"619","Diancistrus leisi","Cape Province "
"620","Diancistrus longifilis","Cape Province "
"621","Diancistrus mcgroutheri","Cape Province "
"622","Diaphus anderseni","Cape Province "
"623","Diaphus brachycephalus","Cape Province "
"624","Diaphus chrysorhynchus","Cape Province "
"625","Diaphus diadematus","Cape Province "
"626","Diaphus fragilis","Cape Province "
"627","Diaphus garmani","Cape Province "
"628","Diaphus jenseni","Cape Province "
"629","Diaphus luetkeni","Cape Province "
"630","Diaphus malayanus","Cape Province "
"631","Diaphus mollis","Cape Province "
"632","Diaphus parri","Cape Province "
"633","Diaphus perspicillatus","Cape Province "
"634","Diaphus phillipsi","Cape Province "
"635","Diaphus regani","Cape Province "
"636","Diaphus splendidus","Cape Province "
"637","Diaphus termophilus","Cape Province "
"638","Diaphus watasei","Cape Province "
"639","Dibranchus japonicus","Cape Province "
"640","Diogenichthys atlanticus","Cape Province "
"641","Diplogrammus goramensis","Cape Province "
"642","Dischistodus prosopotaenia","Cape Province "
"643","Discordipinna griessingeri","Cape Province "
"644","Doryrhamphus melanopleura","Cape Province "
"645","Dunckerocampus dactyliophorus","Cape Province "
"646","Echiostoma barbatum","Cape Province "
"647","Ecsenius aequalis","Cape Province "
"648","Ecsenius australianus","Cape Province "
"649","Ecsenius trilineatus","Cape Province "
"650","Enchelycore bayeri","Cape Province "
"651","Enchelyurus kraussii","Cape Province "
"652","Engyprosopon bleekeri","Cape Province "
"653","Engyprosopon maldivensis","Cape Province "
"654","Enneapterygius atrogulare","Cape Province "
"655","Enneapterygius clea","Cape Province "
"656","Enneapterygius flavoccipitis","Cape Province "
"657","Enneapterygius nanus","Cape Province "
"658","Enneapterygius tutuilae","Cape Province "
"659","Entomacrodus decussatus","Cape Province "
"660","Epibulus insidiator","Cape Province "
"661","Epinephelus ergastularius","Cape Province "
"662","Epinephelus hexagonatus","Cape Province "
"663","Epinephelus maculatus","Cape Province "
"664","Epinephelus merra","Cape Province "
"665","Epinephelus spilotoceps","Cape Province "
"666","Etelis carbunculus","Cape Province "
"667","Etelis radiosus","Cape Province "
"668","Eustomias achirus","Cape Province "
"669","Eustomias bifilis","Cape Province "
"670","Eustomias enbarbatus","Cape Province "
"671","Eustomias macrurus","Cape Province "
"672","Eustomias parini","Cape Province "
"673","Eustomias vitiazi","Cape Province "
"674","Eusurculus pistillum","Cape Province "
"675","Euthynnus affinis","Cape Province "
"676","Evermannella indica","Cape Province "
"677","Eviota afelei","Cape Province "
"678","Eviota atriventris","Cape Province "
"679","Eviota bifasciata","Cape Province "
"680","Eviota cometa","Cape Province "
"681","Eviota distigma","Cape Province "
"682","Eviota fasciola","Cape Province "
"683","Eviota herrei","Cape Province "
"684","Eviota infulata","Cape Province "
"685","Eviota melasma","Cape Province "
"686","Eviota monostigma","Cape Province "
"687","Eviota nebulosa","Cape Province "
"688","Eviota sebreei","Cape Province "
"689","Eviota sparsa","Cape Province "
"690","Eviota variola","Cape Province "
"691","Eviota zebrina","Cape Province "
"692","Exallias brevis","Cape Province "
"693","Exocoetus monocirrhus","Cape Province "
"694","Exocoetus volitans","Cape Province "
"695","Fistularia commersonii","Cape Province "
"696","Forcipiger flavissimus","Cape Province "
"697","Fowleria aurita","Cape Province "
"698","Fowleria marmorata","Cape Province "
"699","Fowleria vaiulae","Cape Province "
"700","Fusigobius duospilus","Cape Province "
"701","Fusigobius signipinnis","Cape Province "
"702","Gadomus aoteanus","Cape Province "
"703","Galeocerdo cuvier","Cape Province "
"704","Galeus gracilis","Cape Province "
"705","Gempylus serpens","Cape Province "
"706","Genicanthus melanospilos","Cape Province "
"707","Genicanthus watanabei","Cape Province "
"708","Gigantura indica","Cape Province "
"709","Glossanodon australis","Cape Province "
"710","Gnatholepis cauerensis","Cape Province "
"711","Gobiodon citrinus","Cape Province "
"712","Gobiodon rivulatus","Cape Province "
"713","Gomphosus varius","Cape Province "
"714","Gonostoma atlanticum","Cape Province "
"715","Grallenia lauensis","Cape Province "
"716","Grammatobothus polyophthalmus","Cape Province "
"717","Grammatorcynus bilineatus","Cape Province "
"718","Grammistes sexlineatus","Cape Province "
"719","Grammistops ocellatus","Cape Province "
"720","Gymnapogon urospilotus","Cape Province "
"721","Gymnothorax buroensis","Cape Province "
"722","Gymnothorax chilospilus","Cape Province "
"723","Gymnothorax fuscomaculatus","Cape Province "
"724","Gymnothorax javanicus","Cape Province "
"725","Gymnothorax margaritophorus","Cape Province "
"726","Gymnothorax marshallensis","Cape Province "
"727","Gymnothorax meleagris","Cape Province "
"728","Gymnothorax pseudoherrei","Cape Province "
"729","Gymnothorax robinsi","Cape Province "
"730","Gymnothorax zonipectis","Cape Province "
"731","Halicampus boothae","Cape Province "
"732","Halichoeres biocellatus","Cape Province "
"733","Halichoeres chrysus","Cape Province "
"734","Halichoeres hortulanus","Cape Province "
"735","Halichoeres margaritaceus","Cape Province "
"736","Halichoeres marginatus","Cape Province "
"737","Halichoeres melanurus","Cape Province "
"738","Halichoeres miniatus","Cape Province "
"739","Halichoeres nebulosus","Cape Province "
"740","Halichoeres trimaculatus","Cape Province "
"741","Halicmetus niger","Cape Province "
"742","Halieutopsis nasuta","Cape Province "
"743","Halimochirurgus alcocki","Cape Province "
"744","Halophryne diemensis","Cape Province "
"745","Helcogramma striata","Cape Province "
"746","Hemigymnus fasciatus","Cape Province "
"747","Hemigymnus melapterus","Cape Province "
"748","Hemiscyllium hallstromi","Cape Province "
"749","Hemitaurichthys polylepis","Cape Province "
"750","Heteroconger hassi","Cape Province "
"751","Heteropriacanthus cruentatus","Cape Province "
"752","Hexanchus griseus","Cape Province "
"753","Hexanchus nakamurai","Cape Province "
"754","Hipposcarus longiceps","Cape Province "
"755","Hirundichthys oxycephalus","Cape Province "
"756","Hirundichthys speculiger","Cape Province "
"757","Hologymnosus annulatus","Cape Province "
"758","Hygophum reinhardtii","Cape Province "
"759","Hymenocephalus megalops","Cape Province "
"760","Ichthyococcus intermedius","Cape Province "
"761","Iniistius aneitensis","Cape Province "
"762","Ipnops agassizii","Cape Province "
"763","Isistius brasiliensis","Cape Province "
"764","Istiblennius dussumieri","Cape Province "
"765","Istiblennius lineatus","Cape Province "
"766","Istigobius rigilius","Cape Province "
"767","Istiompax indica","Cape Province "
"768","Istiophorus platypterus","Cape Province "
"769","Isurus paucus","Cape Province "
"770","Kajikia audax","Cape Province "
"771","Katsuwonus pelamis","Cape Province "
"772","Kraemeria merensis","Cape Province "
"773","Kyphosus cinerascens","Cape Province "
"774","Labrichthys unilineatus","Cape Province "
"775","Labroides dimidiatus","Cape Province "
"776","Lampadena luminosa","Cape Province "
"777","Lampanyctus alatus","Cape Province "
"778","Lampanyctus festivus","Cape Province "
"779","Lampanyctus nobilis","Cape Province "
"780","Leiuranus semicinctus","Cape Province "
"781","Lethrinus atkinsoni","Cape Province "
"782","Limnichthys fasciatus","Cape Province "
"783","Limnichthys nitidus","Cape Province "
"784","Liopropoma multilineatum","Cape Province "
"785","Liopropoma susumi","Cape Province "
"786","Lioscorpius longiceps","Cape Province "
"787","Lioscorpius trifasciatus","Cape Province "
"788","Lobianchia gemellarii","Cape Province "
"789","Lophiodes mutilus","Cape Province "
"790","Lubbockichthys multisquamatus","Cape Province "
"791","Lucigadus microlepis","Cape Province "
"792","Lutjanus biguttatus","Cape Province "
"793","Lutjanus bohar","Cape Province "
"794","Lutjanus decussatus","Cape Province "
"795","Lutjanus gibbus","Cape Province "
"796","Lutjanus russellii","Cape Province "
"797","Lutjanus vitta","Cape Province "
"798","Luzonichthys waitei","Cape Province "
"799","Macolor macularis","Cape Province "
"800","Macrodontogobius wilburi","Cape Province "
"801","Macropharyngodon meleagris","Cape Province "
"802","Macropharyngodon negrosensis","Cape Province "
"803","Macrorhamphosodes uradoi","Cape Province "
"804","Macrurocyttus acanthopodus","Cape Province "
"805","Makaira nigricans","Cape Province "
"806","Malacanthus brevirostris","Cape Province "
"807","Manonichthys paranox","Cape Province "
"808","Maurolicus javanicus","Cape Province "
"809","Meiacanthus lineatus","Cape Province "
"810","Melanolagus bericoides","Cape Province "
"811","Melanostomias tentaculatus","Cape Province "
"812","Melichthys vidua","Cape Province "
"813","Micrognathus pygmaeus","Cape Province "
"814","Monomitopus vitiazi","Cape Province "
"815","Monotaxis grandoculis","Cape Province "
"816","Myctophum asperum","Cape Province "
"817","Myctophum nitidulum","Cape Province "
"818","Myctophum obtusirostre","Cape Province "
"819","Myctophum spinosum","Cape Province "
"820","Myrichthys colubrinus","Cape Province "
"821","Myripristis berndti","Cape Province "
"822","Myripristis kuntee","Cape Province "
"823","Myripristis pralinia","Cape Province "
"824","Nannobrachium atrum","Cape Province "
"825","Nannosalarias nativitatis","Cape Province "
"826","Naso brevirostris","Cape Province "
"827","Naucrates ductor","Cape Province "
"828","Nealotus tripes","Cape Province "
"829","Neamia octospina","Cape Province "
"830","Nemateleotris magnifica","Cape Province "
"831","Nemipterus hexodon","Cape Province "
"832","Neobythites bimaculatus","Cape Province "
"833","Neoceratias spinifer","Cape Province "
"834","Neoniphon sammara","Cape Province "
"835","Neosynchiropus morrisoni","Cape Province "
"836","Neosynchiropus ocellatus","Cape Province "
"837","Nesiarchus nasutus","Cape Province "
"838","Netuma bilineata","Cape Province "
"839","Netuma proxima","Cape Province "
"840","Netuma thalassina","Cape Province "
"841","Nomeus gronovii","Cape Province "
"842","Notolychnus valdiviae","Cape Province "
"843","Novaculichthys taeniourus","Cape Province "
"844","Oneirodes kreffti","Cape Province "
"845","Opisthoproctus grimaldii","Cape Province "
"846","Ostorhinchus angustatus","Cape Province "
"847","Ostorhinchus nigrofasciatus","Cape Province "
"848","Ostorhinchus novemfasciatus","Cape Province "
"849","Ostorhinchus taeniophorus","Cape Province "
"850","Ostracion meleagris","Cape Province "
"851","Owstonia merensis","Cape Province "
"852","Oxycheilinus digramma","Cape Province "
"853","Oxycheilinus orientalis","Cape Province "
"854","Oxymonacanthus longirostris","Cape Province "
"855","Pachystomias microdon","Cape Province "
"856","Paracirrhites arcatus","Cape Province "
"857","Paracirrhites forsteri","Cape Province "
